turbine_id,wkt_geom,Turbine id,Date of or,Capacity (,Rotor diam,Blade length m,Hub height,Manufactur,Model,Local auth,Local au_1,Type of lo,Cadastral,Cadastra_1,longitude,latitude,Origin of
T309,Point (452781.71999999997206032 6219864.71999999973922968),5.71313E+17,29 12 2015,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,760,Ringkøbing-Skjern,LAND,"Søgård Hgd., Nysogn",3cc,452781.72,6219864.72,SDFE2018
T310,Point (452769.21000000002095476 6219544.63999999966472387),5.71313E+17,7 12 2015,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,760,Ringkøbing-Skjern,LAND,"Søgård Hgd., Nysogn",23s,452769.21,6219544.64,SDFE2018
T311,Point (452756.84000000002561137 6219225.23000000044703484),5.71313E+17,16 12 2015,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,760,Ringkøbing-Skjern,LAND,"Søgård Hgd., Nysogn",9as,452756.84,6219225.23,SDFE2018
T312,Point (452744.83000000001629815 6218905.86000000033527613),5.71313E+17,18 12 2015,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,760,Ringkøbing-Skjern,LAND,"Søgård Hgd., Nysogn",9at,452744.83,6218905.86,SDFE2018
T313,Point (459536 6211035.20000000018626451),5.71313E+17,15 11 2016,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,760,Ringkøbing-Skjern,LAND,"Ø. Lem by, Sdr Lem",15l,459536,6211035.2,SDFE2018
T314,Point (459308.32000000000698492 6211626.69000000040978193),5.71313E+17,14 02 2018,2200,120,58.5,89.5,Vestas Wind Systems A/S,V120-2.2 MW,760,Ringkøbing-Skjern,LAND,0,0,459308.32,6211626.69,Stamdata
T315,Point (461688.59000000002561137 6287889.79999999981373549),5.70715E+17,25 02 2008,2000,80,38.5,67,Vestas Wind Systems A/S,V 80 2,787,Thisted,LAND,"Gundtoft By, Gettrup",13a,461688.59,6287889.8,SDFE2018
T316,Point (461732.42999999999301508 6287653.34999999962747097),5.70715E+17,5 03 2008,2000,80,38.5,67,Vestas Wind Systems A/S,V 80 2,787,Thisted,LAND,"Gundtoft By, Gettrup",13a,461732.43,6287653.35,SDFE2018
T317,Point (461775.85999999998603016 6287418.11000000033527613),5.70715E+17,5 03 2008,2000,80,38.5,67,Vestas Wind Systems A/S,V 80 2,787,Thisted,LAND,"Gundtoft By, Gettrup",1a,461775.86,6287418.11,SDFE2018
T318,Point (461819.03999999997904524 6287181.88999999966472387),5.70715E+17,5 03 2008,2000,80,38.5,67,Vestas Wind Systems A/S,V 80 2,787,Thisted,LAND,"Gundtoft By, Gettrup",1a,461819.04,6287181.89,SDFE2018
T319,Point (461862.64000000001396984 6286945.57000000029802322),5.70715E+17,5 03 2008,2000,80,38.5,67,Vestas Wind Systems A/S,V 80 2,787,Thisted,LAND,"Gundtoft By, Gettrup",1a,461862.64,6286945.57,SDFE2018
T320,Point (461647.35999999998603016 6288123.54999999981373549),5.70715E+17,5 03 2008,2000,80,38.5,67,Vestas Wind Systems A/S,V 80 2,787,Thisted,LAND,"Gundtoft By, Gettrup",1a,461647.36,6288123.55,SDFE2018
T321,Point (476833.40000000002328306 6331388.19000000040978193),5.70715E+17,16 01 2018,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.45,787,Thisted,LAND,"Hansted By, Hansted",39a,476833.4,6331388.19,SDFE2018
T322,Point (477326.37900000001536682 6331226.07400000002235174),5.70715E+17,30 12 2017,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.45,787,Thisted,LAND,"Hansted By, Hansted",39a,477326.379,6331226.074,Stamdata
T323,Point (477921.23999999999068677 6330981.58999999985098839),5.70715E+17,29 12 2017,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.45,787,Thisted,LAND,"Hansted By, Hansted",39a,477921.24,6330981.59,SDFE2018
T324,Point (485024.21999999997206032 6320313.57000000029802322),5.70715E+17,18 01 2021,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,787,Thisted,LAND,Li.Hillerslev By Hillerslev,11,485024.22,6320313.57,Stamdata
T325,Point (485312.40799999999580905 6320276.92999999970197678),5.70715E+17,19 01 2021,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,787,Thisted,LAND,Li.Hillerslev By Hillerslev,6Z,485312.408,6320276.93,Stamdata
T326,Point (485600.59600000001955777 6320240.4150000000372529),5.70715E+17,18 01 2021,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,787,Thisted,LAND,"Oddershedegård, Hillerslev",4,485600.596,6320240.415,Stamdata
T327,Point (485888.78399999998509884 6320203.83700000029057264),5.70715E+17,18 01 2021,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,787,Thisted,LAND,"Oddershedegård, Hillerslev",4,485888.784,6320203.837,Stamdata
T328,Point (484632.71600000001490116 6319938.63200000021606684),5.70715E+17,20 01 2021,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,787,Thisted,LAND,St.Hillerslev By Hillerslev,10h,484632.716,6319938.632,Stamdata
T329,Point (484920.90399999998044223 6319902.053999999538064),5.70715E+17,20 01 2021,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,787,Thisted,LAND,Li.Hillerslev By Hillerslev,1an,484920.904,6319902.054,Stamdata
T330,Point (485209.09200000000419095 6319865.47599999979138374),5.70715E+17,19 01 2021,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,787,Thisted,LAND,Li.Hillerslev By Hillerslev,2a,485209.092,6319865.476,Stamdata
T331,Point (485497.28000000002793968 6319828.89900000020861626),5.70715E+17,20 01 2021,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,787,Thisted,LAND,"Oddershedegård, Hillerslev",3i,485497.28,6319828.899,Stamdata
T332,Point (516162.5 6245623.33999999985098839),5.70715E+17,17 07 2008,2000,80,38.5,78,Vestas Wind Systems A/S,V 80,791,Viborg,LAND,"Trehuse, Frederiks",1b,516162.5,6245623.34,SDFE2018
T333,Point (516308.63000000000465661 6245855.44000000040978193),5.70715E+17,16 07 2008,2000,80,38.5,78,Vestas Wind Systems A/S,V 80,791,Viborg,LAND,"Trehuse, Frederiks",1b,516308.63,6245855.44,SDFE2018
T334,Point (523824.83000000001629815 6279742.38999999966472387),5.70715E+17,17 12 2008,2000,80,38.5,78,Vestas Wind Systems A/S,V 80 2,791,Viborg,LAND,"Gørup, Ulbjerg",4d,523824.83,6279742.39,SDFE2018
T335,Point (524006.08000000001629815 6279967.45000000018626451),5.70715E+17,17 12 2008,2000,80,38.5,78,Vestas Wind Systems A/S,V 80 2,791,Viborg,LAND,"Gørup By, Ulbjerg",6t,524006.08,6279967.45,SDFE2018
T336,Point (538710.98999999999068677 6276088.03000000026077032),5.70715E+17,21 12 2012,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,791,Viborg,LAND,"Hejring by, Klejtrup",9a,538710.99,6276088.03,SDFE2018
T337,Point (538620.77000000001862645 6276344.91000000014901161),5.70715E+17,19 12 2012,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,791,Viborg,LAND,"Hejring by, Klejtrup",9f,538620.77,6276344.91,SDFE2018
T338,Point (504684.34999999997671694 6256732.87999999988824129),5.71313E+17,24 06 2013,3075,112,54.5,84,Vestas Wind Systems A/S,V112-3.0MW,791,Viborg,LAND,"V. Børsting By, Vroue",6y,504684.35,6256732.88,SDFE2018
T339,Point (504899.21999999997206032 6256465.83999999985098839),5.71313E+17,21 06 2013,3075,112,54.5,84,Vestas Wind Systems A/S,V112-3.0MW,791,Viborg,LAND,"V. Børsting By, Vroue",9s,504899.22,6256465.84,SDFE2018
T340,Point (574455.88000000000465661 6332204.91999999992549419),5.70715E+17,8 05 2012,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,810,Brønderslev,LAND,"Bolle Fjerding, Dronninglund",64l,574455.88,6332204.92,SDFE2018
T341,Point (574859 6332452.55999999959021807),5.70715E+17,1 06 2012,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,810,Brønderslev,LAND,"Bolle Fjerding, Dronninglund",42m,574859,6332452.56,SDFE2018
T342,Point (575262.36999999999534339 6332700.37999999988824129),5.70715E+17,15 05 2012,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,810,Brønderslev,LAND,"Bolle Fjerding, Dronninglund",42n,575262.37,6332700.38,SDFE2018
T343,Point (558016.66000000003259629 6342461.2099999999627471),5.70715E+17,24 05 2013,3075,112,54.5,84,Vestas Wind Systems A/S,V112-3.0MW,810,Brønderslev,LAND,Kraghedens Vestlige Del Ø,1al,558016.66,6342461.21,SDFE2018
T344,Point (557738.0400000000372529 6342610.07000000029802322),5.70715E+17,24 05 2013,3075,112,54.5,84,Vestas Wind Systems A/S,V112-3.0MW,810,Brønderslev,LAND,Kraghedens Vestlige Del Ø,1al,557738.04,6342610.07,SDFE2018
T345,Point (557459.32999999995809048 6342758.84999999962747097),5.70715E+17,24 05 2013,3075,112,54.5,84,Vestas Wind Systems A/S,V112-3.0MW,810,Brønderslev,LAND,Kraghedens Vestlige Del Ø,1h,557459.33,6342758.85,SDFE2018
T346,Point (557180.69999999995343387 6342907.7099999999627471),5.70715E+17,24 05 2013,3075,112,54.5,84,Vestas Wind Systems A/S,V112-3.0MW,810,Brønderslev,LAND,Kraghedens Vestlige Del Ø,1h,557180.7,6342907.71,SDFE2018
T347,Point (562572.85999999998603016 6346736.2099999999627471),5.70715E+17,6 11 2013,2000,90,43.5,80,Vestas Wind Systems A/S,V 90 2,810,Brønderslev,LAND,"Stubdrup By, Ø.Brønderslev",2a,562572.86,6346736.21,SDFE2018
T348,Point (562870.05000000004656613 6346727.49000000022351742),5.70715E+17,31 10 2013,2000,90,43.5,80,Vestas Wind Systems A/S,V 90 2,810,Brønderslev,LAND,"Stubdrup By, Ø.Brønderslev",1m,562870.05,6346727.49,SDFE2018
T349,Point (563167.21999999997206032 6346718.63999999966472387),5.70715E+17,5 11 2013,2000,90,43.5,80,Vestas Wind Systems A/S,V 90 2,810,Brønderslev,LAND,"Ø.Linderup By, Ø.Brønderslev",1a,563167.22,6346718.64,SDFE2018
T350,Point (563464.42000000004190952 6346709.94000000040978193),5.70715E+17,2 11 2013,2000,90,43.5,80,Vestas Wind Systems A/S,V 90 2,810,Brønderslev,LAND,"Ø.Linderup By, Ø.Brønderslev",1a,563464.42,6346709.94,SDFE2018
T351,Point (558044.92000000004190952 6342987.99000000022351742),5.70715E+17,23 11 2016,3450,112,54.5,84,Vestas Wind Systems A/S,V117-3.45 MW,810,Brønderslev,LAND,"Ø. Brønderslev By, Ø. Brønderslev",4m,558044.92,6342987.99,SDFE2018
T352,Point (557749.10999999998603016 6343146.48000000044703484),5.70715E+17,15 11 2016,3450,112,54.5,84,Vestas Wind Systems A/S,V117-3.45 MW,810,Brønderslev,LAND,"Ø. Brønderslev By, Ø. Brønderslev",1c,557749.11,6343146.48,SDFE2018
T353,Point (557450.89000000001396984 6343304.00999999977648258),5.70715E+17,15 11 2016,3450,112,54.5,84,Vestas Wind Systems A/S,V117-3.45 MW,810,Brønderslev,LAND,"Ø. Brønderslev By, Ø. Brønderslev",69a,557450.89,6343304.01,SDFE2018
T354,Point (584549 6336638),5.70715E+17,22 12 2017,3450,112,54.5,84,Vestas Wind Systems A/S,"V112-3,45MW",810,Brønderslev,LAND,"Del 1 af 7a, Asaa BY, Asaa-Melholt",7a,584549,6336638,SDFE2018
T355,Point (584887 6336681),5.70715E+17,22 12 2017,3450,112,54.5,84,Vestas Wind Systems A/S,"V112-3,45MW",810,Brønderslev,LAND,"Del nr. 2 af 7a, Asaa By, Asaa-Melholt",7a,584887,6336681,SDFE2018
T356,Point (585210.2099999999627471 6336783.94000000040978193),5.70715E+17,29 01 2018,3450,112,54.5,84,Vestas Wind Systems A/S,"V112-3,45MW",810,Brønderslev,LAND,"Del nr. 3 af 7a, Asaa By, Asaa-Melholt",7a,585210.21,6336783.94,SDFE2018
T357,Point (585511.64000000001396984 6336941.12000000011175871),5.70715E+17,1 02 2018,3450,112,54.5,84,Vestas Wind Systems A/S,"V112-3,45MW",810,Brønderslev,LAND,"Del nr. 4 af 5i, Asaa By, Asaa-Melholt",5i,585511.64,6336941.12,SDFE2018
T358,Point (585778.55000000004656613 6337149.79999999981373549),5.70715E+17,1 02 2018,3450,112,54.5,84,Vestas Wind Systems A/S,"V112-3,45MW",810,Brønderslev,LAND,"Del nr. 5 af 6e, Asaa By, Asaa-Melholt",6e,585778.55,6337149.8,SDFE2018
T359,Point (581655 6342789),5.71313E+17,1 10 2013,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,810,Brønderslev,LAND,"Kvisselholtgård, Dronninglund",1a,581655,6342789,SDFE2018
T360,Point (581547.38000000000465661 6343227.92999999970197678),5.71313E+17,1 10 2013,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,810,Brønderslev,LAND,"Voergård Hgd., Voer",1h,581547.38,6343227.93,SDFE2018
T361,Point (581439 6343664),5.71313E+17,1 10 2013,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,810,Brønderslev,LAND,"Voergård Hgd., Voer",1h,581439,6343664,SDFE2018
T362,Point (582010 6342941),5.71313E+17,1 10 2013,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,810,Brønderslev,LAND,"Kvisselholtgård, Dronninglund",1a,582010,6342941,SDFE2018
T363,Point (581902 6343379),5.71313E+17,1 10 2013,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,810,Brønderslev,LAND,"Voergård Hgd., Voer",1i,581902,6343379,SDFE2018
T364,Point (581794 6343819),5.71313E+17,1 10 2013,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,810,Brønderslev,LAND,"Voergård Hgd., Voer",1i,581794,6343819,SDFE2018
T365,Point (588964.64000000001396984 6353076.92999999970197678),5.70715E+17,27 08 2015,2000,80,38.5,67,Vestas Wind Systems A/S,V 80-2 MW,813,Frederikshavn,LAND,"Grønhede, Volstrup",19a,588964.64,6353076.93,SDFE2018
T366,Point (589015.48999999999068677 6352781.16000000014901161),5.70715E+17,27 08 2015,2000,80,38.5,67,Vestas Wind Systems A/S,V 80-2 MW,813,Frederikshavn,LAND,"Grønhede, Volstrup",19a,589015.49,6352781.16,SDFE2018
T367,Point (579725.73999999999068677 6359281.91000000014901161),5.71313E+17,2 12 2013,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,813,Frederikshavn,LAND,"Den Nordøstlige Del, Torslev",2a,579725.74,6359281.91,SDFE2018
T368,Point (579483.69999999995343387 6359439.29999999981373549),5.71313E+17,2 12 2013,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,813,Frederikshavn,LAND,"Den Nordøstlige Del, Torslev",2a,579483.7,6359439.3,SDFE2018
T369,Point (579242.31999999994877726 6359597.03000000026077032),5.71313E+17,2 12 2013,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,813,Frederikshavn,LAND,"Den Nordøstlige Del, Torslev",18a,579242.32,6359597.03,SDFE2018
T370,Point (578997.81000000005587935 6359756.08000000007450581),5.71313E+17,2 12 2013,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,813,Frederikshavn,LAND,"Den Nordøstlige Del, Torslev",18a,578997.81,6359756.08,SDFE2018
T371,Point (532307.90000000002328306 6282945.98000000044703484),5.70715E+17,24 11 2011,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,820,Vesthimmerlands,LAND,Ll. Restrup Hdg. Hvam,1 aæ,532307.9,6282945.98,SDFE2018
T372,Point (532146.16000000003259629 6282627.87999999988824129),5.70715E+17,26 11 2011,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,820,Vesthimmerlands,LAND,Ll. Restrup Hdg. Hvam,1 az,532146.16,6282627.88,SDFE2018
T373,Point (531985.98999999999068677 6282311.12000000011175871),5.70715E+17,30 11 2011,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,820,Vesthimmerlands,LAND,Ll. Restrup Hdg. Hvam,1 aø,531985.99,6282311.12,SDFE2018
T374,Point (531823.93000000005122274 6281993.44000000040978193),5.70715E+17,22 11 2011,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,820,Vesthimmerlands,LAND,Ll. Restrup Hdg. Hvam,1 ba,531823.93,6281993.44,SDFE2018
T375,Point (523427.65999999997438863 6300323.58999999985098839),5.70715E+17,27 06 2013,3075,112,54.5,84,Vestas Wind Systems A/S,V112-3.0MW,820,Vesthimmerlands,LAND,Ørndrup Hovedgård,1a,523427.66,6300323.59,SDFE2018
T376,Point (523633.42999999999301508 6300065.07000000029802322),5.70715E+17,28 06 2013,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,820,Vesthimmerlands,LAND,Krogstrup By,7h,523633.43,6300065.07,SDFE2018
T377,Point (523840.77000000001862645 6299804.83000000007450581),5.70715E+17,26 06 2013,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,820,Vesthimmerlands,LAND,Krogstrup By,7h,523840.77,6299804.83,SDFE2018
T378,Point (524047.23999999999068677 6299546.01999999955296516),5.70715E+17,26 06 2013,3075,112,54.5,94,Vestas Wind Systems A/S,V112-3.0MW,820,Vesthimmerlands,LAND,Krogstrup By,6b,524047.24,6299546.02,SDFE2018
T379,Point (547044.0400000000372529 6284653.12000000011175871),5.70715E+17,28 12 2011,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,846,Mariagerfjord,LAND,"Døstrup by, Døstrup",16ø,547044.04,6284653.12,SDFE2018
T380,Point (547155.18999999994412065 6284373.92999999970197678),5.70715E+17,28 12 2011,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,846,Mariagerfjord,LAND,"Døstrup by, Døstrup",16æ,547155.19,6284373.93,SDFE2018
T381,Point (547130.21999999997206032 6284075.0400000000372529),5.70715E+17,23 12 2011,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,846,Mariagerfjord,LAND,"Døstrup by, Døstrup",16ø,547130.22,6284075.04,SDFE2018
T382,Point (546976.13000000000465661 6283818.17999999970197678),5.70715E+17,23 12 2011,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,846,Mariagerfjord,LAND,"Døstrup by, Døstrup",18r,546976.13,6283818.18,SDFE2018
T383,Point (546723.91000000003259629 6283656.09999999962747097),5.70715E+17,23 12 2011,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,846,Mariagerfjord,LAND,"Døstrup by, Døstrup",18s,546723.91,6283656.1,SDFE2018
T384,Point (538528.92000000004190952 6276602.71999999973922968),5.70715E+17,19 12 2012,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,846,Mariagerfjord,LAND,"Snæbum by, Snæbum",11m,538528.92,6276602.72,SDFE2018
T385,Point (538437.69999999995343387 6276861.71999999973922968),5.70715E+17,14 12 2012,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,846,Mariagerfjord,LAND,"V.Gundestrup, Hvilsom",1i,538437.7,6276861.72,SDFE2018
T386,Point (538347.36999999999534339 6277119.86000000033527613),5.70715E+17,13 12 2012,3000,90,43.5,80,Vestas Wind Systems A/S,V 90-3 MW,846,Mariagerfjord,LAND,"V.Gundestrup, Hvilsom",1l,538347.37,6277119.86,SDFE2018
T387,Point (573124.30000000004656613 6293805),5.71313E+17,22 11 2021,4200,136,66.5,82,Vestas Wind Systems A/S,V136-4.2 MW,846,Mariagerfjord,LAND,"Veddum by, Skelund 641052",15a,573124.3,6293805,Stamdata
T388,Point (573022.09999999997671694 6294158.5),5.71313E+17,22 11 2021,4200,136,66.5,82,Vestas Wind Systems A/S,V136-4.2 MW,846,Mariagerfjord,LAND,"Veddum by, Skelund 641052",15a,573022.1,6294158.5,Stamdata
T389,Point (572919.90000000002328306 6294512),5.71313E+17,23 11 2021,4200,136,66.5,82,Vestas Wind Systems A/S,V136-4.2 MW,846,Mariagerfjord,LAND,"Veddum by, Skelund 641052",12s,572919.9,6294512,Stamdata
T390,Point (572817.69999999995343387 6294865.5),5.71313E+17,7 12 2021,4200,136,66.5,82,Vestas Wind Systems A/S,V136-4.2 MW,846,Mariagerfjord,LAND,"Veddum by, Skelund 641052",19h,572817.7,6294865.5,Stamdata
T391,Point (572715.5 6295219.09999999962747097),5.71313E+17,7 12 2021,4200,136,66.5,82,Vestas Wind Systems A/S,V136-4.2 MW,846,Mariagerfjord,LAND,"Veddum by, Skelund 641052",16q,572715.5,6295219.1,Stamdata
T392,Point (573457.40000000002328306 6294147.09999999962747097),5.71313E+17,23 11 2021,4200,136,66.5,82,Vestas Wind Systems A/S,V136-4.2 MW,846,Mariagerfjord,LAND,"Veddum by, Skelund 641052",20f,573457.4,6294147.1,Stamdata
T393,Point (573355.19999999995343387 6294500.59999999962747097),5.71313E+17,23 11 2021,4200,136,66.5,82,Vestas Wind Systems A/S,V136-4.2 MW,846,Mariagerfjord,LAND,"Veddum by, Skelund 641052",20f,573355.2,6294500.6,Stamdata
T394,Point (573252.90000000002328306 6294854.09999999962747097),5.71313E+17,23 11 2021,4200,136,66.5,82,Vestas Wind Systems A/S,V136-4.2 MW,846,Mariagerfjord,LAND,"Veddum by, Skelund 641052",33o,573252.9,6294854.1,Stamdata
T395,Point (573150.69999999995343387 6295207.59999999962747097),5.71313E+17,7 12 2021,4200,136,66.5,82,Vestas Wind Systems A/S,V136-4.2 MW,846,Mariagerfjord,LAND,"Veddum by, Skelund 641052",16b,573150.7,6295207.6,Stamdata
T396,Point (553694 6269379),5.71313E+17,22 12 2017,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.6 MW,846,Mariagerfjord,LAND,"Handest By, Glenstrup",11i,553694,6269379,SDFE2018
T397,Point (553439.82999999995809048 6269696.16000000014901161),5.71313E+17,23 01 2018,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.6 MW,846,Mariagerfjord,LAND,"Handest By, Glenstrup",5ao,553439.83,6269696.16,SDFE2018
T398,Point (553186 6270012),5.71313E+17,30 12 2017,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.6 MW,846,Mariagerfjord,LAND,"Handest By, Glenstrup",3p,553186,6270012,SDFE2018
T399,Point (553905 6269808),5.71313E+17,27 12 2017,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.6 MW,846,Mariagerfjord,LAND,"Handest By, Glenstrup",12f,553905,6269808,SDFE2018
T400,Point (553651.17000000004190952 6270125.16000000014901161),5.71313E+17,2 02 2018,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.6 MW,846,Mariagerfjord,LAND,"Handest By, Glenstrup",4l,553651.17,6270125.16,SDFE2018
T401,Point (553397.11999999999534339 6270439.33000000007450581),5.71313E+17,5 01 2018,3600,126,61.5,87,Vestas Wind Systems A/S,V126-3.6 MW,846,Mariagerfjord,LAND,"Handest By, Glenstrup",4i,553397.12,6270439.33,SDFE2018
T402,Point (540038.40000000002328306 6346405.28000000026077032),5.70715E+17,25 06 2015,3300,112,54.5,94,Vestas Wind Systems A/S,V112-3.3MW,849,Jammerbugt,LAND,"Østrup By, Saltum",1a,540038.4,6346405.28,SDFE2018
T403,Point (540268.88000000000465661 6346162.03000000026077032),5.70715E+17,27 06 2015,3300,112,54.5,94,Vestas Wind Systems A/S,V112-3.3MW,849,Jammerbugt,LAND,"Østrup By, Saltum",1a,540268.88,6346162.03,SDFE2018
T404,Point (540494.96999999997206032 6345919.21999999973922968),5.70715E+17,13 07 2015,3300,112,54.5,94,Vestas Wind Systems A/S,V112-3.3MW,849,Jammerbugt,LAND,"Østrup By, Saltum",6b,540494.97,6345919.22,SDFE2018
T405,Point (540726.06999999994877726 6345675.40000000037252903),5.70715E+17,4 07 2015,3300,112,54.5,94,Vestas Wind Systems A/S,V112-3.3MW,849,Jammerbugt,LAND,"Østrup By, Saltum",9a,540726.07,6345675.4,SDFE2018
T406,Point (540957.39000000001396984 6345431.09999999962747097),5.70715E+17,18 06 2015,3300,112,54.5,94,Vestas Wind Systems A/S,V112-3.3MW,849,Jammerbugt,LAND,"Østrup By, Saltum",2c,540957.39,6345431.1,SDFE2018
T407,Point (541187.80000000004656613 6345186.87999999988824129),5.70715E+17,20 06 2015,3300,112,54.5,94,Vestas Wind Systems A/S,V112-3.3MW,849,Jammerbugt,LAND,"Østrup By, Saltum",3m,541187.8,6345186.88,SDFE2018
T408,Point (567144 6367447),5.70715E+17,3 12 2017,3600,117,57,91.5,Vestas Wind Systems A/S,V117-3.6 MW,860,Hjørring,LAND,"Den nordlig-mellemste Del, Ugilt",1y,567144,6367447,SDFE2018
